"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"错误账号时打开计划单元下拉：列表为空，应出现「无匹配数据」。","10099","test_planning_unit_dropdown_empty_for_wrong_account[firefox]","Test.test_aps","Sat May 09 17:53:08 SGT 2026","passed","Sat May 09 17:53:18 SGT 2026","","test_login","",""
"错误账号时打开计划单元下拉：列表为空，应出现「无匹配数据」。","10741","test_planning_unit_dropdown_empty_for_wrong_account[chromium]","Test.test_aps","Sat May 09 17:53:06 SGT 2026","passed","Sat May 09 17:53:17 SGT 2026","","test_login","",""
